id,user_id,task_id,level,work_target,machine,material_spec,change_factor,goal,created_at
150,18,150,32,[職務カテゴリ: 工具管理・最適化 / 分類コード: 工具-E-30] 対象工程 L2-30: 工具管理・レベル32対応,マシニングセンタ（DMG Mori NVX-5000）,Ti-6Al-4Vチタン合金（航空機用）,工具摩耗進行による寸法変動（500個加工後）,サイクルタイム20%短縮、品質維持,2024-03-29T00:00:00Z
151,10,151,1,[職務カテゴリ: 精密加工・品質管理 / 分類コード: 品質-F-01] 対象工程 L1-1: 品質管理・レベル1対応,ボール盤（標準型）,S45C炭素鋼（一般用途）,新規ロット材導入（ロット番号変更）,寸法公差±0.02mm以内、バリ発生抑制,2024-03-29T00:00:00Z
152,17,152,2,[職務カテゴリ: 安全管理・環境整備 / 分類コード: 品質-F-02] 対象工程 L1-2: 品質管理・レベル2対応,ボール盤（標準型）,AISI 4340鋼材（標準グレード）,表面粗さの悪化傾向,初品寸法公差内維持、不良率5%以下,2024-03-29T00:00:00Z
153,5,153,39,[職務カテゴリ: CAD/CAM・プログラミング / 分類コード: 品質-F-03] 対象工程 L2-3: 品質管理・レベル39対応,マシニングセンタ（DMG Mori NVX-5000）,AISI 4340鋼材（高強度グレード、HRC 30-35）,工具摩耗進行による寸法変動（500個加工後）,熱変位補正による精度安定化（±0.005mm）,2024-03-29T00:00:00Z
154,2,154,84,[職務カテゴリ: 工具管理・最適化 / 分類コード: 品質-F-04] 対象工程 L5-4: 品質管理・レベル84対応,レーザー加工機（Trumpf TruLaser 5030）,ナノ結晶材料（粒径50nm以下、超高強度）,原子レベルの表面粗さ要求（Ra < 0.01μm）,新材料加工プロセスの確立と標準化,2024-04-01T00:00:00Z
155,15,155,83,[職務カテゴリ: 工具管理・最適化 / 分類コード: 品質-F-05] 対象工程 L5-5: 品質管理・レベル83対応,超高速マシニングセンタ（Makino D500）,メタマテリアル複合材（負の屈折率特性）,原子レベルの表面粗さ要求（Ra < 0.01μm）,原子レベル表面仕上げの安定生産（Ra < 0.01μm）,2024-04-01T00:00:00Z
156,8,156,77,[職務カテゴリ: 材料選定・特性評価 / 分類コード: 品質-F-06] 対象工程 L4-6: 品質管理・レベル77対応,超精密加工機（Makino V33i）,単結晶ニッケル基超合金（CMSX-4、タービンブレード用）,難削材加工での切削温度上昇（800℃超）,ナノ精度加工の実現（公差±0.001mm）,2024-04-01T00:00:00Z
157,3,157,42,[職務カテゴリ: 安全管理・環境整備 / 分類コード: 品質-F-07] 対象工程 L3-7: 品質管理・レベル42対応,CNC研削盤（Studer S33）,超硬合金（WC-Co系、HRA 90以上）,微細形状加工での工具たわみ（径0.5mm以下）,微細形状の寸法精度±0.002mm確保,2024-04-03T00:00:00Z
158,11,158,20,[職務カテゴリ: 材料選定・特性評価 / 分類コード: 品質-F-08] 対象工程 L1-8: 品質管理・レベル20対応,汎用フライス盤（Mori Seiki NH-4000）,SUS304ステンレス鋼（汎用）,表面粗さの悪化傾向,寸法公差±0.02mm以内、バリ発生抑制,2024-04-03T00:00:00Z
159,8,159,45,[職務カテゴリ: 工具管理・最適化 / 分類コード: 品質-F-09] 対象工程 L3-9: 品質管理・レベル45対応,複合加工機（Mazak Integrex i-200）,炭素繊維強化プラスチック（CFRP、積層構造）,多軸同時加工での振動発生（固有振動数励起）,高硬度材加工での工具寿命確保（200個以上）,2024-04-03T00:00:00Z
160,13,160,12,[職務カテゴリ: 生産効率・改善活動 / 分類コード: 品質-F-10] 対象工程 L1-10: 品質管理・レベル12対応,NC旋盤（Mazak QT-200）,AISI 4340鋼材（標準グレード）,加工開始後の寸法ばらつき発生,Ra 3.2以下達成、外観品質向上,2024-04-05T00:00:00Z
161,2,161,75,[職務カテゴリ: 工具管理・最適化 / 分類コード: 品質-F-11] 対象工程 L4-11: 品質管理・レベル75対応,超精密加工機（Makino V33i）,単結晶ニッケル基超合金（CMSX-4、タービンブレード用）,複雑形状での工具干渉リスク（5軸加工）,複雑5軸加工の無人化運転達成,2024-04-05T00:00:00Z
162,9,162,33,[職務カテゴリ: 多軸加工・複雑形状 / 分類コード: 品質-F-12] 対象工程 L2-12: 品質管理・レベル33対応,マシニングセンタ（DMG Mori NVX-5000）,Ti-6Al-4Vチタン合金（航空機用）,工具摩耗進行による寸法変動（500個加工後）,熱変位補正による精度安定化（±0.005mm）,2024-04-05T00:00:00Z
163,14,163,6,[職務カテゴリ: CAD/CAM・プログラミング / 分類コード: 品質-F-13] 対象工程 L1-13: 品質管理・レベル6対応,NC旋盤（Mazak QT-200）,AISI 4340鋼材（標準グレード）,加工開始後の寸法ばらつき発生,初品寸法公差内維持、不良率5%以下,2024-04-06T00:00:00Z
164,17,164,73,[職務カテゴリ: 生産効率・改善活動 / 分類コード: 品質-F-14] 対象工程 L4-14: 品質管理・レベル73対応,5軸複合加工機（DMG Mori NTX-2000）,単結晶ニッケル基超合金（CMSX-4、タービンブレード用）,複雑形状での工具干渉リスク（5軸加工）,ナノ精度加工の実現（公差±0.001mm）,2024-04-06T00:00:00Z
165,1,165,49,[職務カテゴリ: 生産効率・改善活動 / 分類コード: 品質-F-15] 対象工程 L3-15: 品質管理・レベル49対応,5軸マシニングセンタ（DMG Mori DMU-50）,炭素繊維強化プラスチック（CFRP、積層構造）,微細形状加工での工具たわみ（径0.5mm以下）,5軸加工での形状精度±0.005mm達成,2024-04-06T00:00:00Z
166,19,166,19,[職務カテゴリ: 材料選定・特性評価 / 分類コード: 品質-F-16] 対象工程 L1-16: 品質管理・レベル19対応,ボール盤（標準型）,SUS304ステンレス鋼（汎用）,新規ロット材導入（ロット番号変更）,Ra 3.2以下達成、外観品質向上,2024-04-07T00:00:00Z
167,17,167,8,[職務カテゴリ: 多軸加工・複雑形状 / 分類コード: 品質-F-17] 対象工程 L1-17: 品質管理・レベル8対応,汎用フライス盤（Mori Seiki NH-4000）,S45C炭素鋼（一般用途）,新規ロット材導入（ロット番号変更）,寸法公差±0.02mm以内、バリ発生抑制,2024-04-07T00:00:00Z
168,14,168,62,[職務カテゴリ: 多軸加工・複雑形状 / 分類コード: 品質-F-18] 対象工程 L4-18: 品質管理・レベル62対応,ワイヤー放電加工機（Sodick AQ327L）,形状記憶合金（Ni-Ti系、医療機器用）,ナノレベル精度要求（公差±0.001mm）,ナノ精度加工の実現（公差±0.001mm）,2024-04-07T00:00:00Z
169,16,169,90,[職務カテゴリ: メンテナンス・トラブル対応 / 分類コード: 品質-F-19] 対象工程 L5-19: 品質管理・レベル90対応,レーザー加工機（Trumpf TruLaser 5030）,メタマテリアル複合材（負の屈折率特性）,原子レベルの表面粗さ要求（Ra < 0.01μm）,新材料加工プロセスの確立と標準化,2024-04-10T00:00:00Z
170,2,170,93,[職務カテゴリ: 多軸加工・複雑形状 / 分類コード: 品質-F-20] 対象工程 L5-20: 品質管理・レベル93対応,レーザー加工機（Trumpf TruLaser 5030）,メタマテリアル複合材（負の屈折率特性）,極限環境での加工条件最適化（真空中・極低温）,原子レベル表面仕上げの安定生産（Ra < 0.01μm）,2024-04-10T00:00:00Z
171,4,171,30,[職務カテゴリ: 精密加工・品質管理 / 分類コード: 品質-F-21] 対象工程 L2-21: 品質管理・レベル30対応,研削盤（Toyoda GE4P）,AISI 4340鋼材（高強度グレード、HRC 30-35）,季節変動による熱変位（室温±5℃変化）,寸法公差±0.01mm維持、工具寿命30%向上,2024-04-10T00:00:00Z
172,11,172,95,[職務カテゴリ: 工具管理・最適化 / 分類コード: 品質-F-22] 対象工程 L5-22: 品質管理・レベル95対応,超高速マシニングセンタ（Makino D500）,メタマテリアル複合材（負の屈折率特性）,極限環境での加工条件最適化（真空中・極低温）,原子レベル表面仕上げの安定生産（Ra < 0.01μm）,2024-04-12T00:00:00Z
173,15,173,40,[職務カテゴリ: 生産効率・改善活動 / 分類コード: 品質-F-23] 対象工程 L2-23: 品質管理・レベル40対応,マシニングセンタ（DMG Mori NVX-5000）,Ti-6Al-4Vチタン合金（航空機用）,季節変動による熱変位（室温±5℃変化）,サイクルタイム20%短縮、品質維持,2024-04-12T00:00:00Z
174,4,174,22,[職務カテゴリ: 工具管理・最適化 / 分類コード: 品質-F-24] 対象工程 L2-24: 品質管理・レベル22対応,マシニングセンタ（DMG Mori NVX-5000）,NAK80プリハードン鋼（HRC 37-43）,工具摩耗進行による寸法変動（500個加工後）,熱変位補正による精度安定化（±0.005mm）,2024-04-12T00:00:00Z
175,18,175,84,[職務カテゴリ: メンテナンス・トラブル対応 / 分類コード: 品質-F-25] 対象工程 L5-25: 品質管理・レベル84対応,ナノ精度加工機（Moore Nanotech 350FG）,メタマテリアル複合材（負の屈折率特性）,極限環境での加工条件最適化（真空中・極低温）,極限環境加工技術の開発と実用化,2024-04-13T00:00:00Z
176,4,176,11,[職務カテゴリ: 安全管理・環境整備 / 分類コード: 品質-F-26] 対象工程 L1-26: 品質管理・レベル11対応,ボール盤（標準型）,AISI 4340鋼材（標準グレード）,新規ロット材導入（ロット番号変更）,Ra 3.2以下達成、外観品質向上,2024-04-13T00:00:00Z
177,4,177,24,[職務カテゴリ: 安全管理・環境整備 / 分類コード: 品質-F-27] 対象工程 L2-27: 品質管理・レベル24対応,マシニングセンタ（DMG Mori NVX-5000）,NAK80プリハードン鋼（HRC 37-43）,工具摩耗進行による寸法変動（500個加工後）,サイクルタイム20%短縮、品質維持,2024-04-13T00:00:00Z
178,17,178,18,[職務カテゴリ: 生産効率・改善活動 / 分類コード: 品質-F-28] 対象工程 L1-28: 品質管理・レベル18対応,NC旋盤（Mazak QT-200）,AISI 4340鋼材（標準グレード）,加工開始後の寸法ばらつき発生,Ra 3.2以下達成、外観品質向上,2024-04-14T00:00:00Z
179,4,179,9,[職務カテゴリ: 工具管理・最適化 / 分類コード: 品質-F-29] 対象工程 L1-29: 品質管理・レベル9対応,NC旋盤（Mazak QT-200）,SUS304ステンレス鋼（汎用）,表面粗さの悪化傾向,初品寸法公差内維持、不良率5%以下,2024-04-14T00:00:00Z
180,5,180,30,[職務カテゴリ: 生産効率・改善活動 / 分類コード: 品質-F-30] 対象工程 L2-30: 品質管理・レベル30対応,研削盤（Toyoda GE4P）,Ti-6Al-4Vチタン合金（航空機用）,工具摩耗進行による寸法変動（500個加工後）,寸法公差±0.01mm維持、工具寿命30%向上,2024-04-14T00:00:00Z
181,11,181,86,[職務カテゴリ: 多軸加工・複雑形状 / 分類コード: CA-G-01] 対象工程 L5-1: CAD/CAM・レベル86対応,レーザー加工機（Trumpf TruLaser 5030）,傾斜機能材料（FGM、熱遮蔽コーティング用）,原子レベルの表面粗さ要求（Ra < 0.01μm）,極限環境加工技術の開発と実用化,2024-04-14T00:00:00Z
182,15,182,15,[職務カテゴリ: CAD/CAM・プログラミング / 分類コード: CA-G-02] 対象工程 L1-2: CAD/CAM・レベル15対応,汎用フライス盤（Mori Seiki NH-4000）,SUS304ステンレス鋼（汎用）,新規ロット材導入（ロット番号変更）,初品寸法公差内維持、不良率5%以下,2024-04-14T00:00:00Z
183,11,183,39,[職務カテゴリ: メンテナンス・トラブル対応 / 分類コード: CA-G-03] 対象工程 L2-3: CAD/CAM・レベル39対応,NC旋盤（Okuma LB-3000）,NAK80プリハードン鋼（HRC 37-43）,工具摩耗進行による寸法変動（500個加工後）,寸法公差±0.01mm維持、工具寿命30%向上,2024-04-14T00:00:00Z
184,13,184,29,[職務カテゴリ: 多軸加工・複雑形状 / 分類コード: CA-G-04] 対象工程 L2-4: CAD/CAM・レベル29対応,研削盤（Toyoda GE4P）,AISI 4340鋼材（高強度グレード、HRC 30-35）,工具摩耗進行による寸法変動（500個加工後）,熱変位補正による精度安定化（±0.005mm）,2024-04-16T00:00:00Z
185,19,185,28,[職務カテゴリ: 精密加工・品質管理 / 分類コード: CA-G-05] 対象工程 L2-5: CAD/CAM・レベル28対応,研削盤（Toyoda GE4P）,NAK80プリハードン鋼（HRC 37-43）,季節変動による熱変位（室温±5℃変化）,熱変位補正による精度安定化（±0.005mm）,2024-04-16T00:00:00Z
186,14,186,24,[職務カテゴリ: 工具管理・最適化 / 分類コード: CA-G-06] 対象工程 L2-6: CAD/CAM・レベル24対応,NC旋盤（Okuma LB-3000）,AISI 4340鋼材（高強度グレード、HRC 30-35）,工具摩耗進行による寸法変動（500個加工後）,熱変位補正による精度安定化（±0.005mm）,2024-04-16T00:00:00Z
187,3,187,53,[職務カテゴリ: 切削・初品確認 / 分類コード: CA-G-07] 対象工程 L3-7: CAD/CAM・レベル53対応,CNC研削盤（Studer S33）,超硬合金（WC-Co系、HRA 90以上）,微細形状加工での工具たわみ（径0.5mm以下）,微細形状の寸法精度±0.002mm確保,2024-04-18T00:00:00Z
188,7,188,40,[職務カテゴリ: メンテナンス・トラブル対応 / 分類コード: CA-G-08] 対象工程 L2-8: CAD/CAM・レベル40対応,NC旋盤（Okuma LB-3000）,AISI 4340鋼材（高強度グレード、HRC 30-35）,季節変動による熱変位（室温±5℃変化）,寸法公差±0.01mm維持、工具寿命30%向上,2024-04-18T00:00:00Z
189,16,189,84,[職務カテゴリ: 精密加工・品質管理 / 分類コード: CA-G-09] 対象工程 L5-9: CAD/CAM・レベル84対応,レーザー加工機（Trumpf TruLaser 5030）,メタマテリアル複合材（負の屈折率特性）,極限環境での加工条件最適化（真空中・極低温）,原子レベル表面仕上げの安定生産（Ra < 0.01μm）,2024-04-18T00:00:00Z
190,12,190,22,[職務カテゴリ: 材料選定・特性評価 / 分類コード: CA-G-10] 対象工程 L2-10: CAD/CAM・レベル22対応,マシニングセンタ（DMG Mori NVX-5000）,NAK80プリハードン鋼（HRC 37-43）,季節変動による熱変位（室温±5℃変化）,寸法公差±0.01mm維持、工具寿命30%向上,2024-04-20T00:00:00Z
191,11,191,75,[職務カテゴリ: 精密加工・品質管理 / 分類コード: CA-G-11] 対象工程 L4-11: CAD/CAM・レベル75対応,超精密加工機（Makino V33i）,窒化ケイ素セラミックス（Si3N4、高温用途）,複雑形状での工具干渉リスク（5軸加工）,ナノ精度加工の実現（公差±0.001mm）,2024-04-20T00:00:00Z
192,8,192,72,[職務カテゴリ: 生産効率・改善活動 / 分類コード: CA-G-12] 対象工程 L4-12: CAD/CAM・レベル72対応,5軸複合加工機（DMG Mori NTX-2000）,単結晶ニッケル基超合金（CMSX-4、タービンブレード用）,難削材加工での切削温度上昇（800℃超）,複雑5軸加工の無人化運転達成,2024-04-20T00:00:00Z
193,18,193,62,[職務カテゴリ: 工具管理・最適化 / 分類コード: CA-G-13] 対象工程 L4-13: CAD/CAM・レベル62対応,5軸複合加工機（DMG Mori NTX-2000）,単結晶ニッケル基超合金（CMSX-4、タービンブレード用）,ナノレベル精度要求（公差±0.001mm）,難削材加工での安定生産確立（工具寿命100個以上）,2024-04-23T00:00:00Z
194,11,194,34,[職務カテゴリ: 切削・初品確認 / 分類コード: CA-G-14] 対象工程 L2-14: CAD/CAM・レベル34対応,NC旋盤（Okuma LB-3000）,AISI 4340鋼材（高強度グレード、HRC 30-35）,工具摩耗進行による寸法変動（500個加工後）,熱変位補正による精度安定化（±0.005mm）,2024-04-23T00:00:00Z
195,5,195,7,[職務カテゴリ: 生産効率・改善活動 / 分類コード: CA-G-15] 対象工程 L1-15: CAD/CAM・レベル7対応,NC旋盤（Mazak QT-200）,S45C炭素鋼（一般用途）,加工開始後の寸法ばらつき発生,Ra 3.2以下達成、外観品質向上,2024-04-23T00:00:00Z
196,4,196,64,[職務カテゴリ: 精密加工・品質管理 / 分類コード: CA-G-16] 対象工程 L4-16: CAD/CAM・レベル64対応,5軸複合加工機（DMG Mori NTX-2000）,形状記憶合金（Ni-Ti系、医療機器用）,ナノレベル精度要求（公差±0.001mm）,ナノ精度加工の実現（公差±0.001mm）,2024-04-26T00:00:00Z
197,9,197,33,[職務カテゴリ: メンテナンス・トラブル対応 / 分類コード: CA-G-17] 対象工程 L2-17: CAD/CAM・レベル33対応,NC旋盤（Okuma LB-3000）,AISI 4340鋼材（高強度グレード、HRC 30-35）,複数工程での累積公差の影響,寸法公差±0.01mm維持、工具寿命30%向上,2024-04-26T00:00:00Z
198,11,198,80,[職務カテゴリ: 多軸加工・複雑形状 / 分類コード: CA-G-18] 対象工程 L4-18: CAD/CAM・レベル80対応,5軸複合加工機（DMG Mori NTX-2000）,形状記憶合金（Ni-Ti系、医療機器用）,複雑形状での工具干渉リスク（5軸加工）,難削材加工での安定生産確立（工具寿命100個以上）,2024-04-26T00:00:00Z
199,6,199,63,[職務カテゴリ: 工具管理・最適化 / 分類コード: CA-G-19] 対象工程 L4-19: CAD/CAM・レベル63対応,ワイヤー放電加工機（Sodick AQ327L）,形状記憶合金（Ni-Ti系、医療機器用）,難削材加工での切削温度上昇（800℃超）,難削材加工での安定生産確立（工具寿命100個以上）,2024-04-27T00:00:00Z
200,1,200,57,[職務カテゴリ: 生産効率・改善活動 / 分類コード: CA-G-20] 対象工程 L3-20: CAD/CAM・レベル57対応,複合加工機（Mazak Integrex i-200）,炭素繊維強化プラスチック（CFRP、積層構造）,高硬度材加工での工具寿命短縮（通常の1/3）,高硬度材加工での工具寿命確保（200個以上）,2024-04-27T00:00:00Z
201,11,201,56,[職務カテゴリ: 工具管理・最適化 / 分類コード: CA-G-21] 対象工程 L3-21: CAD/CAM・レベル56対応,CNC研削盤（Studer S33）,Inconel 718耐熱合金（航空機エンジン部品用）,微細形状加工での工具たわみ（径0.5mm以下）,5軸加工での形状精度±0.005mm達成,2024-04-27T00:00:00Z
202,6,202,10,[職務カテゴリ: 精密加工・品質管理 / 分類コード: CA-G-22] 対象工程 L1-22: CAD/CAM・レベル10対応,NC旋盤（Mazak QT-200）,SUS304ステンレス鋼（汎用）,加工開始後の寸法ばらつき発生,初品寸法公差内維持、不良率5%以下,2024-04-30T00:00:00Z
203,6,203,21,[職務カテゴリ: 生産効率・改善活動 / 分類コード: CA-G-23] 対象工程 L2-23: CAD/CAM・レベル21対応,NC旋盤（Okuma LB-3000）,NAK80プリハードン鋼（HRC 37-43）,複数工程での累積公差の影響,熱変位補正による精度安定化（±0.005mm）,2024-04-30T00:00:00Z
204,4,204,63,[職務カテゴリ: 材料選定・特性評価 / 分類コード: CA-G-24] 対象工程 L4-24: CAD/CAM・レベル63対応,ワイヤー放電加工機（Sodick AQ327L）,単結晶ニッケル基超合金（CMSX-4、タービンブレード用）,ナノレベル精度要求（公差±0.001mm）,複雑5軸加工の無人化運転達成,2024-04-30T00:00:00Z
205,20,205,2,[職務カテゴリ: 精密加工・品質管理 / 分類コード: CA-G-25] 対象工程 L1-25: CAD/CAM・レベル2対応,NC旋盤（Mazak QT-200）,S45C炭素鋼（一般用途）,表面粗さの悪化傾向,Ra 3.2以下達成、外観品質向上,2024-05-01T00:00:00Z
206,14,206,39,[職務カテゴリ: 切削・初品確認 / 分類コード: CA-G-26] 対象工程 L2-26: CAD/CAM・レベル39対応,研削盤（Toyoda GE4P）,AISI 4340鋼材（高強度グレード、HRC 30-35）,季節変動による熱変位（室温±5℃変化）,寸法公差±0.01mm維持、工具寿命30%向上,2024-05-01T00:00:00Z
207,13,207,41,[職務カテゴリ: 材料選定・特性評価 / 分類コード: CA-G-27] 対象工程 L3-27: CAD/CAM・レベル41対応,5軸マシニングセンタ（DMG Mori DMU-50）,超硬合金（WC-Co系、HRA 90以上）,高硬度材加工での工具寿命短縮（通常の1/3）,高硬度材加工での工具寿命確保（200個以上）,2024-05-01T00:00:00Z
208,12,208,88,[職務カテゴリ: 切削・初品確認 / 分類コード: CA-G-28] 対象工程 L5-28: CAD/CAM・レベル88対応,超高速マシニングセンタ（Makino D500）,メタマテリアル複合材（負の屈折率特性）,新材料の切削データベース不在（実験的加工）,新材料加工プロセスの確立と標準化,2024-05-02T00:00:00Z
209,18,209,56,[職務カテゴリ: 材料選定・特性評価 / 分類コード: CA-G-29] 対象工程 L3-29: CAD/CAM・レベル56対応,CNC研削盤（Studer S33）,炭素繊維強化プラスチック（CFRP、積層構造）,多軸同時加工での振動発生（固有振動数励起）,微細形状の寸法精度±0.002mm確保,2024-05-02T00:00:00Z
210,19,210,62,[職務カテゴリ: 生産効率・改善活動 / 分類コード: CA-G-30] 対象工程 L4-30: CAD/CAM・レベル62対応,超精密加工機（Makino V33i）,窒化ケイ素セラミックス（Si3N4、高温用途）,複雑形状での工具干渉リスク（5軸加工）,ナノ精度加工の実現（公差±0.001mm）,2024-05-02T00:00:00Z
211,20,211,66,[職務カテゴリ: 安全管理・環境整備 / 分類コード: 測定-H-01] 対象工程 L4-1: 測定技術・レベル66対応,ワイヤー放電加工機（Sodick AQ327L）,単結晶ニッケル基超合金（CMSX-4、タービンブレード用）,難削材加工での切削温度上昇（800℃超）,難削材加工での安定生産確立（工具寿命100個以上）,2024-05-02T00:00:00Z
212,15,212,42,[職務カテゴリ: 工具管理・最適化 / 分類コード: 測定-H-02] 対象工程 L3-2: 測定技術・レベル42対応,CNC研削盤（Studer S33）,超硬合金（WC-Co系、HRA 90以上）,微細形状加工での工具たわみ（径0.5mm以下）,5軸加工での形状精度±0.005mm達成,2024-05-02T00:00:00Z
213,8,213,31,[職務カテゴリ: 測定・検査技術 / 分類コード: 測定-H-03] 対象工程 L2-3: 測定技術・レベル31対応,研削盤（Toyoda GE4P）,NAK80プリハードン鋼（HRC 37-43）,季節変動による熱変位（室温±5℃変化）,寸法公差±0.01mm維持、工具寿命30%向上,2024-05-02T00:00:00Z
214,16,214,57,[職務カテゴリ: メンテナンス・トラブル対応 / 分類コード: 測定-H-04] 対象工程 L3-4: 測定技術・レベル57対応,5軸マシニングセンタ（DMG Mori DMU-50）,超硬合金（WC-Co系、HRA 90以上）,多軸同時加工での振動発生（固有振動数励起）,微細形状の寸法精度±0.002mm確保,2024-05-04T00:00:00Z
215,8,215,92,[職務カテゴリ: 精密加工・品質管理 / 分類コード: 測定-H-05] 対象工程 L5-5: 測定技術・レベル92対応,ナノ精度加工機（Moore Nanotech 350FG）,ナノ結晶材料（粒径50nm以下、超高強度）,極限環境での加工条件最適化（真空中・極低温）,極限環境加工技術の開発と実用化,2024-05-04T00:00:00Z
216,11,216,7,[職務カテゴリ: 生産効率・改善活動 / 分類コード: 測定-H-06] 対象工程 L1-6: 測定技術・レベル7対応,汎用フライス盤（Mori Seiki NH-4000）,S45C炭素鋼（一般用途）,新規ロット材導入（ロット番号変更）,寸法公差±0.02mm以内、バリ発生抑制,2024-05-04T00:00:00Z
217,19,217,73,[職務カテゴリ: 材料選定・特性評価 / 分類コード: 測定-H-07] 対象工程 L4-7: 測定技術・レベル73対応,5軸複合加工機（DMG Mori NTX-2000）,窒化ケイ素セラミックス（Si3N4、高温用途）,複雑形状での工具干渉リスク（5軸加工）,難削材加工での安定生産確立（工具寿命100個以上）,2024-05-06T00:00:00Z
218,12,218,69,[職務カテゴリ: 精密加工・品質管理 / 分類コード: 測定-H-08] 対象工程 L4-8: 測定技術・レベル69対応,超精密加工機（Makino V33i）,窒化ケイ素セラミックス（Si3N4、高温用途）,難削材加工での切削温度上昇（800℃超）,難削材加工での安定生産確立（工具寿命100個以上）,2024-05-06T00:00:00Z
219,6,219,46,[職務カテゴリ: 安全管理・環境整備 / 分類コード: 測定-H-09] 対象工程 L3-9: 測定技術・レベル46対応,複合加工機（Mazak Integrex i-200）,炭素繊維強化プラスチック（CFRP、積層構造）,微細形状加工での工具たわみ（径0.5mm以下）,5軸加工での形状精度±0.005mm達成,2024-05-06T00:00:00Z
220,16,220,57,[職務カテゴリ: 多軸加工・複雑形状 / 分類コード: 測定-H-10] 対象工程 L3-10: 測定技術・レベル57対応,CNC研削盤（Studer S33）,Inconel 718耐熱合金（航空機エンジン部品用）,多軸同時加工での振動発生（固有振動数励起）,高硬度材加工での工具寿命確保（200個以上）,2024-05-07T00:00:00Z
221,15,221,41,[職務カテゴリ: 工具管理・最適化 / 分類コード: 測定-H-11] 対象工程 L3-11: 測定技術・レベル41対応,CNC研削盤（Studer S33）,炭素繊維強化プラスチック（CFRP、積層構造）,微細形状加工での工具たわみ（径0.5mm以下）,微細形状の寸法精度±0.002mm確保,2024-05-07T00:00:00Z
222,4,222,38,[職務カテゴリ: 安全管理・環境整備 / 分類コード: 測定-H-12] 対象工程 L2-12: 測定技術・レベル38対応,マシニングセンタ（DMG Mori NVX-5000）,AISI 4340鋼材（高強度グレード、HRC 30-35）,季節変動による熱変位（室温±5℃変化）,熱変位補正による精度安定化（±0.005mm）,2024-05-07T00:00:00Z
223,7,223,86,[職務カテゴリ: 安全管理・環境整備 / 分類コード: 測定-H-13] 対象工程 L5-13: 測定技術・レベル86対応,ナノ精度加工機（Moore Nanotech 350FG）,傾斜機能材料（FGM、熱遮蔽コーティング用）,極限環境での加工条件最適化（真空中・極低温）,新材料加工プロセスの確立と標準化,2024-05-09T00:00:00Z
